Tweets,Favorite,Retweets,Engagement,Sentiment,Tweet Length,Exclamations/Questions,Capital Letters,Passion
Al Franken?s Resignation and the Selective Force of  | The New Yorker ,0,0,0,0.13636363636363635,70,0,10,10
Is  moving into domestic violence? ,0,0,0,0.0,35,1,3,4
"Dylan Farrow shocked that Woody Allen's career has not been impacted by , Harvey Weinstein fall out %s",0,0,0,-0.7,102,0,8,8
 rally in #NewYork City RallyNYC @EndAbuse4Good @NOW_NYC @TheIndypendent @riseandresistny @GOPHandsOffMe @RefuseFascism @soniaossorio ,0,0,0,0.0,134,0,30,30
An Open Letter to our Male Toddlers in the  Era  ,0,0,0,0.0,49,0,6,6
"for example, we never hear that Brock 'rapist' Turner was allegedly a good athlete. Same. #women #rape  #brockturner ",1,0,1,0.35,117,0,3,3
"When I finally mustered up the courage to file a police report, I was told by the male policeman (they didn?t have a female to take my case) that ?the DA doesn?t take cases like these.?

",2,0,2,0.0,189,0,7,7
BOYCOTT BEACHES/EXPORTS OF ALABAMA IF CHRISTIANS ELECT CHILD MOLESTER ROY MOORE - Si...  via @Change #DC #Maryland #TIME #funder #Religion_Newz #Newsweek #USFathers #USMothers  #NOW #BIRMINGHAM #BirminghamNews #Politico #TheHill #CNN #RESIST #Resign,0,1,1,0.8,249,0,116,116
"Rape survivors: If we speak up, we will we can help end the sense of shame and embarrassment that has become synonymous with revealing assault. If we fail, we contribute to silence on rape culture. We also deprive ourselves of a healing process to restore ourselves.

",0,1,1,-0.5,270,0,5,5
 #Gender confusion by confused minds ,0,0,0,-0.4,37,0,3,3
"The point I'm getting at with that last tweet: the #DickInABox joke is dead, and chauvinism killed it. Thanks a lot for ruining one of @nbcsnl's funniest holiday sketches, you creepy jerks! I hope you get kicked in the nuts this Christmas by the women you abused. ",0,0,0,-0.16499999999999998,264,1,9,10
The latest Filipino Daily!  Thanks to @yshc  #smallerandsmallercirclesmovie,0,0,0,0.2333333333333333,75,1,4,5
This thread on sexual harassment and  ?? ,1,0,1,0.5,41,0,3,3
: Finnish former high school students raise their voices  via @FeministCurrent,0,0,0,0.08,78,0,5,5
"Today, we gathered at Columbus Circle with social justice leaders, survivors, and activists. Down in the subway, we created a  Moment wall to speak up for survivors and speak out about our experiences of sexual harassment/abuse. We?re so thankful for all who participated! ",32,21,53,0.1675925925925926,273,1,8,9
"The interesting thing about this  movement is that the majority of perpetrators are non white democrats but all the blame goes at white republicans. Almost like someone is trying to control the narrative. I wonder whomst? 
",11,5,16,0.16666666666666666,224,1,5,6
It?s cold and snowing! Now that's dedication to a worthy cause!! ?   #nomore ,1,0,1,-0.11458333333333336,77,3,2,5
As the reports grow of lawyers & judges who sexually harass and assault women-wouldn?t it be great if there was a national org. governing lawyers and making recommendations on judges who could speak out on this and work to prevent future  stories from the legal profession?,5,0,5,0.375,273,1,3,4
"An actor can do ""Hamlet"" right through to ""Lear"", men of every age and every step of spiritual development. Where's the equivalent for women? I don't fancy hanging around to play Nurse in ""Romeo and Juliet"". Life's too short.

? Glenda Jackson

",0,0,0,0.09523809523809523,249,1,13,14
"This, about , by @melissagira is very good: ",16,6,22,0.91,44,0,3,3
Al Franken?s Resignation Is An Important Moment In The  Movement  #Leadership ,0,0,0,0.4,78,0,13,13
"Thanks to , women can feel safe saying no... Now can we start calling out the pedophiles!! Let's be the #VoicesForKids",0,0,0,0.490625,118,2,8,10
Why aren?t the new @realDonaldTrump sex assault allegations being covered like @alfranken ?? She was a @FoxNews personality and presumably no liberal...  #resist #Impeach45 #ImpeachNow,3,1,4,0.13636363636363635,184,2,9,11
The  reckoning continues ? and it's stranger than ever | Jessica Valenti ,0,0,0,0.0,73,0,5,5
Just reminding everyone @MelanieLBBH  #stopsupportingrapists ,0,0,0,0.0,61,0,8,8
"Woody Allen Plays The Anti-Semitism Card To Escape  Reckoning

Shocker! ?   #AntiSemitism #ItsATrick ",4,2,6,0.0,103,1,18,19
The Woman Who Created  Long Before Hashtags ,1,1,2,-0.05,44,0,9,9
To anyone who argues that the way women dress invites sexual harassment: I just got catcalled at IN MY KNEE LENGTH DOWN WINTER COAT with my hood up & no makeup. ,1,0,1,0.17222222222222222,161,0,30,30
"(41) 7 Reasons why sexual abuse victims don?t report it, and 7 things you can do to stop it.  | LinkedIn ",1,1,2,0.5,105,0,5,5
"#DidYouKnow 1 in 6 men report childhood sexual abuse.  
#DidYouKnow 1 out of every 10 rape victims are male.

(Why?)

It's because of Fear. 

It's time to end that. No more!

",8,3,11,0.0625,184,2,11,13
 Rally ,3,4,7,0.0,7,0,3,3
The latest The business-tips Daily!  ,0,0,0,0.25,37,1,3,4
Let me know when the  movement knock down all Bill Clinton statues and march at the doors of Hollywood Studios.,1,0,1,-0.1555555555555556,111,0,7,7
RealAlexJones: Time Magazine chose the entire  movement as the ?Person of The Year? -  ,0,0,0,0.0,87,0,10,10
Important thread.  #nolongersilent #womenrising ,2,1,3,0.4,48,0,1,1
"Has #Obama taken credit for birthing the  movement yet? Because so many elite rapists were exposed under his watch?

#Mississippi",1,0,1,0.5,131,2,6,8
"If You Think the  Movement Means You Can?t Hug a Woman Anymore, You?re a Simpleton Who Needs to Hug a Wet Electric Socket - The Root ",0,0,0,-0.1,133,0,22,22
 ....WE should have been made Time's PERSON OF THE YEAR. Ex-Dems with EYES WIDE OPEN. ,0,0,0,-0.05,86,0,36,36
The more I listen to @taylorswift13 #LWYMMD the more I see what a great anthem it is for  Before the naysayers begin I disliked the song at first but then watched it to this. ,1,0,1,0.37,175,0,11,11
Alex Jones: Time Magazine chose the entire  movement as the ?Person of The Year? - ,0,0,0,0.0,83,0,9,9
It's uh really good I bet that Cartalk ended before the  movement is my guess,4,0,4,0.7,77,0,3,3
"Got my copy, right on schedule!  #TIMEPOY #IAmTheResistance ",3,0,3,0.3571428571428571,60,1,12,13
"""Have friends who are girls before you have girlfriends.' See girls as equals ? as people ? before you see them as sexual.""  #educationbeginsathome #respectallfemales  via @thr",2,0,2,0.5,176,0,2,2
"Tired of bigoted, racist, xenophobic, homophobic, misogynistic leaders like @SteveKingIA, @realDonaldTrump, @MooreSenate & so many others running this country? ! #Resist, #Vote them out & run for office! ",2,2,4,0.190625,204,3,13,16
The latest Nurulloh Daily!  #appletips ,0,0,0,0.25,39,1,3,4
"I am fucked up. I am in pain. I am broken. If nothing else, I hope that my story will help others who have been there and that I can fully heal from my trauma. 

",0,1,1,-0.5,164,0,7,7
The  reckoning continues ? and it's stranger than ever ,2,2,4,0.0,55,0,3,3
"My count: Calling on Kruse to resign: @knutebuehler, @billpost, @hotcouponmama - all GOP. Dems, @Jennifer_for_OR and @SenSaraGelser herself. #DPO  chair Atkins has too. In Capitol, it is 3-2 GOP v. Dem on calls for Kruse to go. ICIMI,please list/link others. #orleg #orpol  ",1,0,1,0.0,274,0,29,29
 throws light on #cities' #unsafe spaces | @scoopit   #gbv #infrastructure #gendertech #safecity #smartcity #vaw #ICT,0,1,1,0.4,117,0,3,3
It has been a great day for me on this account. Please follow me on my personal account @arushapot . #orangetheworld #16DaysOfActivism ,0,0,0,0.4,135,0,7,7
infowars: Time Magazine chose the entire  movement as the ?Person of The Year? - ,0,0,0,0.0,81,0,7,7
Time Magazine chose the entire  movement as the ?Person of The Year? - ,118,67,185,0.0,71,0,7,7
Time Magazine chose the entire  movement as the ?Person of The Year? - ,1,0,1,0.0,71,0,7,7
Time Magazine chose the entire  movement as the ?Person of The Year? - ,54,29,83,0.0,71,0,7,7
 #TheMilitaryToo Sexual harassment and rape the the U.S. military needs to be exposed ,17,10,27,0.2,86,0,6,6
"Quite a database ya got goin' there, @NYT
If you were collecting data about just *regular* men, as opposed to just notable types, your server would have crashed by now. Just saying. #HarveysAreEverywhere  ",0,0,0,0.25,206,0,11,11
"Want to see more  discussions of sexual harassment in China,  but will the all-important efforts to change it just land more activists in jail? ",3,4,7,0.35,144,1,2,3
"""The  movement is important and long overdue. But it's critical that in the excitement of finally having broken the barrier, we still ensure that judgments are rendered with proper deliberation and process""",0,0,0,-0.008333333333333331,206,0,4,4
"For black women,  unfortunately came centuries too late:
",8,7,15,-0.3222222222222222,58,0,3,3
"Found this: Is  the End of Flirting as We Know it? - Embed from Getty Images I think there?s a fundamental misunderstanding going on with some men right now concerning the  movement that goes something like, ?Gee, if I flirt, or express my... ",0,0,0,0.2857142857142857,243,1,14,15
The  Stories We?re Not Hearing ,0,0,0,0.0,31,0,7,7
"""I think the floodgates have opened for white women [...] When we have the microphone, how often do we pass it back to the people who are experiencing a different challenge, but who are equally worthy as having the microphone?"" -@itsgabrielleu  ",21,7,28,0.08333333333333333,245,1,4,5
" becomes #NotMe   
I say it again #women  and #TheResistance will change this f#+&Ed up situation ",5,5,10,0.0,99,0,6,6
"a lil snippet of my song ?skin? that I got to sing acapella at the RallyNYC  today! I was cold, scared, and shaky, but I hope the message still stands strong.
(thanks again to @NOW_NYC and End Abuse 4 good + connie and annemarie!) ? ",37,11,48,0.115,234,2,19,21
I just sent you a text telling you how much I miss you! My social media consulting business is taking off and I've neglected my own account. The  movement has brought me back! ,6,1,7,0.22083333333333333,176,2,7,9
Entertainers and political staffers are having their  moment. Let's not forget about farm workers and restaurant cooks.  ,56,24,80,0.0,121,0,4,4
Women taking back the snow day.  ,0,0,0,0.0,33,0,1,1
"Gal Gadot accused of sexual misconduct against a minor in the newest wave of allegations: 

",5,1,6,0.225,94,0,4,4
"Kellyanne Conway Had a  Moment Too, But No One Paid Attention Because of Politics  via @iwf ",9,8,17,0.0,92,0,14,14
Will Al Franken and  help put more women in Congress? ,0,0,0,0.5,54,1,6,7
Let's build on the @TIME #POY  excitement.  Submit your Me Too. Now What? solutions @UltraViolet ,2,2,4,0.0,97,1,17,18
Gabrielle Union On : ?The Floodgates Have Opened For White Women? | HuffPost ,0,0,0,0.0,77,0,14,14
"
It's rather odd that @realDonaldTrump haven't commented on the  Movement winning @TIME Person Of The Year Magazine Cover.",0,0,0,0.16666666666666669,123,0,16,16
"Liar, sexual and financial predator, bigot, bully, whiner in OUR WHITEHOUSE.  3,000,000 of us did not put him there.  He must go. SAD. #ImpeachTrumpNow #UnfittoLead #bigot and  for many, many women/girls   ",0,0,0,0.2,206,0,25,25
" #TheMilitaryToo
Private #LaVenaJohnson raped and murdered by her fellow soldiers ",8,11,19,0.0,83,0,9,9
Day 8 -- Vlogmish 2017 -- More  thoughts:  via @YouTube,0,0,0,0.5,55,0,5,5
"Where in fuk was the  RallyNYC trend when 5 BLACK women were (not being ""butt grabbed"" at work.. but were being EXECUTED within the same month? no Gloria Alred no feminists.. NOTHING. This  trend reeks of white privlege ",6,5,11,-0.05555555555555555,220,1,30,31
.@BuzzFeedNews on #Periscope: We?re at the  rally in New York City where people are standing up against sexua? ,0,0,0,0.13636363636363635,111,0,10,10
"Where are the pics of @HillaryClinton who attacked @BillClinton 's  's??

Also, missing pics of @alfranken and #TedKennedy?? ",0,0,0,-0.2,127,4,10,14
I added a video to a @YouTube playlist  Day 8 -- Vlogmish 2017 -- More  thoughts,0,0,0,0.5,80,0,6,6
"You may not be able to tell from this photo, but my feet and my two little signs are SOAKED from being in the snow for hours. These two, wet, little signs are my reminder of how amazing today was. The RallyNYC was a success!????  
-Annmarie, co-organizer ",24,8,32,0.12500000000000006,256,1,16,17
"Here's the backlash against , in full testicular swing. In a socialist mag, which makes it even more depressing. This case is James Levine, but this particular mag is running a line on this issue.  ",15,11,26,0.10416666666666666,198,0,5,5
"Time for  women + men all over America, black brown tan yellow white pink blue + grey, to send our message to Donald Trump, Roy Moore + the political ostriches with their heads in the sand - we stand up against harassment + its false denials. #JoinUs ",0,0,0,-0.08958333333333335,251,0,8,8
"#IAmTheResistance because I don't think being alive matters more before you are born than after. Because we are all Dreamers. Because BLM and  Because our constitution was written for people, not companies.",2,0,2,0.3,206,0,14,14
"#Repost @militant_baker (get_repost)
???
A shout out to Tarana Burke, who started the ? ",1,0,1,0.0,90,0,6,6
There's power in sharing one's story with others. ,0,1,1,0.0,50,0,5,5
"Alyssa has always supported Rose in everything she does. I don't know why Rose ""attack"" Alyssa? But I'm a supporter of #rosearmy and Alyssa. 
Stop the figth between them. I think it's probably just the fans who's making so much drama. ? ",7,2,9,0.4666666666666666,238,1,10,11
".
#BREAKING #NEWS

#HarveyWeinstein 97 #sex accusers were so dumb they thought TAKE DOWN NOTICE meant drop your panties for Harvey and Poncho Villa was a HOUSING DEVELOPMENT

#harveyweinstein #rosemcgowan #porn #video #video  #crime #hillaryclinton #realdonaldtrump
.... ",0,0,0,-0.2652777777777778,277,0,49,49
"#LeonardSimpsonTV 
Protestors gathered in New York City outside of Trump Tower to say ""no more"" to sexual harassment and assault.

As snow fell, survivors and advocates braved the weather to rally behind the  campaign  as speakers took turns demand?  ",0,0,0,-0.0027272727272727336,254,0,13,13
I'm still reeling from  & #churchtoo - I've barely reconciled how those episodes shaped my life. Now I have to add #RapureAnxiety...? ,1,0,1,0.05,134,1,8,9
How Politics Might Sour the  Movement: Look no further than the early nineties to see how sexual harassment scandals curdle into partisan battles. ,0,0,0,0.1125,147,0,8,8
Excellent article re the  movement and its dangers! ,0,0,0,1.0,52,1,3,4
"Has  gone too far? I've had this conversation many times with friends. Worth a read: 'This article circulated from publication to publication (...) and was rejected repeatedly with a sotto voce, ?Don?t tell anyone. I agree with you. But no.?'  ",12,6,18,0.3,244,1,9,10
"How Politics Might Sour the  Movement.  Look no further than the early nineties to see how sexual harassment scandals curdle into partisan battles.

#DemForce  ",8,6,14,0.1125,162,0,10,10
"#DylanFarrow: Why has the  revolution spared #WoodyAllen? 
WhatNext",10,11,21,0.0,68,1,11,12
Join us. Please go to  to support or learn more about joining the movement by becoming a brand ambassador. #20beautifulwomen #20bwambassador  ,7,6,13,0.475,142,0,2,2
The latest International News!   #insectos,0,0,0,0.25,42,1,3,4
" Rally Invites Survivors To Speak Out In Front Of Trump Tower In NYC #beauty #me 
Protestors gathered in New York City outside of Trump Tower to say ""no more"" to sexual harassment and assault.

As snow fell, survivors and advocates braved the weath?  ",0,0,0,0.09659090909090907,254,0,24,24
"A homosexual molested me (1969-1981) in Leeds; he worked evenings in youth clubs. Had a violent temper and a catchphrase ""... being funny with me ... taught them a lesson"" Tried to strangle me once. Shops valuer. Men get touched up too. ",0,0,0,-0.275,237,0,8,8
"Donald Trump, Kim Jong-un, and  Movement Nominated For #Time 'Person Of The Year'  #oprah",0,0,0,0.0,89,0,14,14
The latest The David Daily Daily!  #appletips ,0,0,0,0.16666666666666666,46,1,5,6
"After nine years of silence, Janice decided it was time to stand up   ",0,0,0,0.0,70,0,4,4
"If You Think the  Movement Means You Can?t Hug a Woman Anymore, You?re a Simpleton Who Needs to Hug a Wet Electric Socket  via @TheRoot",0,0,0,-0.1,135,0,22,22
#IAmTheResistance because I raised 2 kids on my own.  My daughter is LGBTQ. My mom depends on social security and has Alzheimer?s.  2 of my cousins have Downs and my great nephew is autistic.  #BlackLivesMatter #resist,3,0,3,0.3083333333333333,218,0,19,19
So glad to have Melissa weighing in on some of the more imfrustrating responses to  ,3,0,3,0.5,84,0,4,4
When your colleague looks at you inappropriately and you find the courage to say something ,1,1,2,0.0,91,0,1,1
"I'm dying to see this video! 

#ThingsITrustMoreThanFoxNews
#TheRoastofMattLauer  #liberalhypocrisy #AMJoy ",1,0,1,0.0,110,1,17,18
Let's not forget this is a child actress at only 17 so #Dustinhoffman is a pedophile.  #himtoo,1,0,1,0.0,94,0,2,2
.#CNN #ABC #NBC #FoxNews #FoxAndFriends #GoodMorningAmerica #TodayShow #NACW #MSNBC #alyssamilano   Please do your service to the #AmericanPublic and take this opportunity to #inform AND #educate. ,0,1,1,0.0,197,0,36,36
Don't be a jerk @YouTube ,0,0,0,0.0,25,0,3,3
The  movement comes to Washington @CNNPolitics  #harassment #politics #oldboysclub #nomore,0,0,0,0.0,90,0,6,6
With a friend walking to the Tijuana/America border and a group of American guys swarmed us till we got to the check point. All the while implying they could do what they wanted to us and there's nothing we could do about it. One of the scariest moments of my life. ,2,0,2,0.0,266,0,8,8
"VICTIMS  Ex-@FBI J. Edgar Hoover ""Call Of Duty"" @INTERPOL_USA ARREST  TODAY DEC 9 #Fugitives @INTERPOL_HQ + @FBI @GRCqc",1,0,1,-0.05,119,0,61,61
 truly an #unpartisan issue. -posted from  ,0,0,0,0.0,43,0,0,0
 -posted from  ,0,0,0,0.0,15,0,0,0
 -posted from  ,0,0,0,0.0,15,0,0,0
Let them keep falling.  -posted from  ,0,0,0,0.0,38,0,1,1
#IAmTheResistance because #TrumpToo &  I?ve been #Resistance since I read multiple rape accounts. I?ve been in disbelief since election night when putin orange lightning treason struck the cheating gerrymandering  @SenateGOP and darkness fell over the earth. #unhackthevote,1,0,1,0.0,273,0,14,14
Americans no longer prefer to work for a man. But will  backlash hurt women? via @rightrelevance  ,0,0,0,0.0,98,1,2,3
"#IAgree @Time #PersonOfTheYear2017 is #TheSilenceBreakers, faces of the  campaign. #IHearYou #IBelieveYou",1,0,1,0.0,105,0,16,16
After Weinstein: 40 Men Accused of Sexual Misconduct and Their Fall From Power  ,1,0,1,0.5,80,0,15,15
"London, 2000.  Sexually assaulted by herbal medicine practitioner.   
i was immobilised by acupucture needles all over me.
The massage started OK but then  wandered
to breasts then vagina.   i didnt know what to say or do.
I went to the police but they couldn't prosecute. ",2,0,2,0.5,277,0,8,8
Amplify: Creating real change in the wake of  /via @globeandmail ,0,1,1,0.2,65,0,3,3
"?A society that enables and facilitates abuse ? of women, of children, of citizens ? is not a free society. It is something else.?  
The Consent of the (Un)governed  via @Instapaper",1,0,1,-0.2,182,0,6,6
"Maybe someone should inform her that while  made the cover, @realDonaldTrump was runner up for PERSON OF THE YEAR... kind of thinking @TIME doesn?t believe those allegations and if they do they are sick and twisted. ?? ",14,5,19,-0.2047619047619048,219,0,24,24
PROTOCOL at @INTERPOL_HQ Please MAKE IT  OFFICIAL @POTUS @CNN AFTER DEC 9  INTERNATIONAL Anti-Corruption Day - The ULTIMATE TRANSPARENCY at #FBI @FBI @DHSgov TO CLEAN @FBI's REPUTATION - VICTIMS Ex-@FBI's  PLAINTIFFS Claims IMPOSTORS ARREST @FBIPhoenix @GRCqc @ScottsdalePD+,1,0,1,0.07916666666666668,274,0,164,164
!   Ha ha every time I'm in an airport.  We need to organize another change the channel events where we downloaded the remote app & switched off @CNN in airports!  That was fun! ,8,7,15,0.125,178,3,7,10
"I was barely legal and a guy grabbed my butt very hard. My parents were just downstairs and I didn't tell because my dad would of kicked his ass. We were dependent on his and his friends business, that it would of financially crippled us if they went else where. ",3,0,3,-0.059722222222222225,263,0,6,6
Worse yet-report to a female in authority and b told to #GetOverIt OR #BoysWillBeBoys ! #ProsecutedForSayingNo  ,1,0,1,-0.2,112,1,16,17
Sticky Fingers: A New Biography Explores the Seedier Side of Jann Wenner.  #Abuse #Weinstein @warriors_mom  ,0,0,0,0.13636363636363635,108,0,14,14
There'd be a lot of broken faces if this kind of logic held true. #Rape is about the needing to feel #powerful.  #TemplesandBrothels ,1,0,1,0.2125,133,0,4,4
I just published ?Is #Santa Really ?The Man???   march #NYC #SantaCon,0,0,0,0.2,69,1,13,14
This  movement is a powerful message to anyone who has pervert predator tendencies to back the fuck off. Myself and many women I know have gone through some kind of unwanted sexual attack.We are nieve sometimes or find it difficult to explain wth just happened. Not no more.,1,0,1,0.09375,274,0,5,5
Dear  Why aren?t you rallying sexual assaults in HOLLYWOOD? ?,17,5,22,0.5,61,1,11,12
"The Note In  moment, will Congress ponder pace and process?.  ",0,0,0,0.0,62,1,6,7
"Artist Alleges Raghubir Singh Assaulted Her, Stages  Performance at His Retrospective  via @hyperallergic",1,1,2,0.0,105,0,12,12
Voted #TIMEGotItRight on @TheTylt because I?m glad TIME chose  for Person of the Year  ,1,0,1,0.5,87,0,19,19
"Thanks to the Democrats huge mistake of both principle & tactics: throwing @SenatorFranken under the bus, I am changing my lifelong party reg from Dem to Indie. Ousting Franken will not create dramatic contrast with Republicans? indulgences. @SenSchumer @SenGillibrand ",0,1,1,0.013333333333333364,269,0,16,16
Anybody making jokes about sexual assault or the  campaign can kindly get in the fucking bin thanks xo,3,0,3,0.17500000000000004,102,0,1,1
"Opinion | For black women,  came centuries too late - The Washington Post ",0,0,0,-0.2333333333333333,74,0,7,7
"After nine years of silence, Janice decided it was time to stand up  ",8,2,10,0.0,69,0,4,4
RallyNYC  Wall of Comments ,18,6,24,0.0,27,0,10,10
How Politics Might Sour the  Movement ,0,0,0,-0.15000000000000002,38,0,7,7
"I was raped by Song Yook on November 30, 2013. I did not want to tell the world, but because I had a strong will to live, I ran out of my underwear. I ran to live. After all, I lived but I do not live. The world was scary. Thank you very much for not ignoring the victim. ",0,0,0,0.046125541125541104,272,0,14,14
"OK @Alyssa_Milano,  experienced sexual harassment at age 11 from an employee of my Puerto Rico TV station @WapaTV. Shame on you for protecting child sex abusers. You are a f*ing enabler. #FolllowTheWhiteRabbit",1,0,1,0.6,209,0,17,17
"I love how WOMEN act like they?re the only ones being sexually harassed!! Men are sexually harassed by women too!! Also, what are Corey Haim & Corey Feldman, shopped liver? Fuck you all & your hypocrisy!! ",4,1,5,0.2875,205,7,15,22
The latest The Spoiled Pretty Daily!   #jingleball,0,0,0,0.25,50,1,5,6
There?s a difference from an ass-grab to showing genitals and forcing sex. Neither are ok. There is a difference.  ,0,0,0,0.5,115,0,5,5
"Creating a new player in @NBA2K , there's options to customize shoes, facial hair, height even eyes, nose and mouth, but NO options to be female!!! ????  What do you have against women?!? 
#WomensRights ",0,0,0,0.04545454545454545,204,6,12,18
"Is this the new norm? Instead of denying guilt while paying off their victims, these guys deny guilt while resigning.   via @ktla",1,0,1,0.13636363636363635,129,1,4,5
"#thingsitrustmorethanfoxnews #Immigrants 

#Refugees 

#NativeAmericans 

 Survivors

#BlackLivesMatter",0,0,0,0.0,111,0,9,9
It?s can even happen to Hummus too ?  ,0,0,0,0.0,38,1,2,3
 is working: New data shows attitudes on #sexualharassment are changing ,2,2,4,0.13636363636363635,72,0,3,3
Here's a growing list of men accused of sexual misconduct since Weinstein   ,0,0,0,0.5,76,0,4,4
"#SenFrankenStays @TheDemCoalition @SenAlFrank Following my  tweet 2 u I unmuted my TV MSNBC. I don?t want 2 bring my own  stories in.The Ist time I was young. I?m counting 4 males, some were long term, only1 was simple molestation. More intimate than the claims made. PART 1",0,0,0,0.19285714285714284,274,0,28,28
Caitlyn Jenner came out today to say she was groped repeatedly by Bruce over several years  ,1287,646,1933,0.0,92,0,5,5
"For men and sexual abuse/harassment, they are instantly met with denial if they open up about their trauma. As like many victims, they begin to feel shame, anger, and sadness believing that they were weak in preventing rape and/or fragile in exposing their trauma. 
 
",0,1,1,-0.010714285714285707,270,0,4,4
CTFU smh  ,0,0,0,0.0,10,0,4,4
"To the Movement, as angry as @TinaDupuy & @TheAtlantic have you feeling by mocking your own experience, it?s very important that you do not comment on her page. She wants your attention, good or bad.  RallyNYC ",0,0,0,0.1366666666666667,210,0,15,15
"""So often women are told that when you look at the big picture, their humanity is just too inconvenient.""  ",24,8,32,-0.3,107,0,3,3
The latest Hallstrom Herald!  ,0,0,0,0.625,30,1,3,4
"We KNOW there are predators in politics - and #WeSaidEnough has a plan to stop them --> a clear path to justice for sexual harassment victims with counseling, due process, zero tolerance,  transparency, and equity for all.  #trumptoo ",25,19,44,0.15833333333333333,234,0,8,8
"If You Think the  Movement Means You Can?t Hug a Woman Anymore, You?re a Simpleton Who Needs to Hug a Wet Electric Socket  via @TheRoot",0,0,0,-0.1,135,0,22,22
I believe the women!   ,0,0,0,0.0,23,1,3,4
"When will we start calling for the removal of @TSA ?
Movement men  #MybodyMyPower",1,0,1,0.0,82,1,10,11
"#MelanieMartinez
Hi guys...I'm just really afraid...you all not gonna belive. So....
I was on one of cry baby tour. I was really happy and exited to see Melanie but... When I finally met her....she touched me and almost kiss, but then somebody came. I'm happy i survived. ",0,0,0,0.45,274,0,11,11
"Sexual assault doesn?t discriminate and neither should we.  has to include women of color, immigrants, LGBTQ, people living with disabilities, children and teenagers, men and boys."" -Evy Yeager, our Speakers' Bureau member, at today's RallyNYC

",19,14,33,0.5,247,0,18,18
And by every actor and actress who works with him. #PedoSupporters #DianeKeaton #RachelMcAdams #BlakeLively #EmmaStone #KateWinslet #ColinFirth #CateBlanchett #JudyDavis #DianneWiest #AlanAlda #AlecBaldwin #BlytheDanner #LarryDavid #GretaGerwig  ,0,0,0,0.0,246,0,34,34
"That last stmt of his! Guess he didn?t learn!
Didn?t @60Minutes / @BarbaraJWalters do an interview with him? Now THERE?S someone who probably has a  story or 2 to tell! She was a @TODAYshow ?weathergirl? back in the early days... ",0,0,0,0.03333333333333333,231,4,20,24
"The newest member of the Florida Senate, @Annette_Taddeo joins the  conversation
",9,0,9,0.0,82,0,5,5
"Just curious...If you think this year of  and #voteyes has been a ""massive counter-culture movement"" then what do you think the culture being countered is? @dorealex",0,0,0,0.0,165,1,2,3
Help Wanted @INTERPOL_HQ  Please have #INFRA #RedNotice PROTOCOL @INTERPOL_USA EVIDENCES CORRUPTION @FBIPhoenix AVOID ARREST  #Fugitives Prior 9/11 CIVIL RIGHTS MURDER Born 1911 Ex-@FBI J. Edgar Hoover #AmasingWomane's  PLAINTIFFS Vs. @SenJohnMcCain +,1,0,1,-0.025,251,0,119,119
"the same  evening tech men are doing their work at @nwfilmforum, BLM co-founder @OsopePatrisse will be at @ThirdPlaceBooks ? #SmashThePatriarchy ",7,1,8,0.0,145,0,13,13
Leave Now!  #MoreToCome #ResignFranken #NoMoreConyers #ImpeachTheBums #TheyAllKnew #DemocratsBeingDemocrats  ,43,34,77,0.0,109,1,21,22
The @washingtonpost asked 16 leaders what one change they would implement to stop sexual harassment in their fields. Read NNU co-president and RN Jean Ross' response :   #1u ,8,11,19,0.5,174,0,11,11
THIS is what I been sayin. ?These are heady times with women at last being heard. But mix the  movement and politics and you get a more complicated brew than you do with network anchors.? Did Democrats Just Fall Into Roger Stone?s Trap? ,0,0,0,0.0,237,1,17,18
"It's time for stupid men to have their mics turned off. 

If you're a man who thinks the  movement stops you from hugging women, then you're an imbecile who should probably try hugging a wet electrical socket:  ",202,79,281,-0.5666666666666668,213,0,4,4
"ugly truth, thread #wecandobetter #wemustdobetter  ",1,1,2,-0.7,51,0,0,0
" Let's trigger some Lefties while we're at it, eh? ",1,0,1,0.0,51,1,4,5
This is a disclaimer for a survey a college is conducting of women in skilled trades  #Women #WomeninSkilledTrades ,0,0,0,0.5,115,0,7,7
NYC rally this afternoon. Inspired by all the incredible speakers who shared their stories and called for action to end all forms of sexual violence.  ,4,5,9,0.5,151,0,8,8
Iv been violated for 4 years without my consent by @DIRECTV  #NoMeansNo #StopTheRape,0,0,0,0.0,84,0,16,16
Dylan Farrow: Why has the  revolution spared Woody Allen? ,0,0,0,0.0,58,1,7,8
"Opinion | For black women,  came centuries too late ",0,0,0,-0.2333333333333333,52,0,4,4
Seriously? Do we all have to be victims to see the truth?  ,0,0,0,-0.3333333333333333,59,2,4,6
The latest Journalism Today!  -features @shapiromichael @openDemocracy  #venezuela,1,0,1,0.625,82,1,4,5
"I remember being at Universal Studios City Walk at a bar and Dennis Rodman was playing the piano, while trying to force a female's head to his crotch. She resisted. ",0,0,0,0.0,165,0,10,10
"Rape allegation against high-profile journalist, dropped by prosecutors last year, returns in civil suit |   #Japan #endrapeculture #AbeShinzo #LDP #SexualAssault #JusticeForShiori  ? ? ? ",2,4,6,0.0,188,0,13,13
"How many of these people realize that almost every man who has gone down is a Liberal ?? 

",5,3,8,0.17222222222222222,93,0,4,4
 rally outside Trump hotel.. ,1,1,2,0.0,29,0,1,1
 When I was #14 ,1,0,1,0.0,16,0,2,2
